Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature_Difference,Machine_Power,Wear_Rate,Heat_Index,Mechanical_Stress,Temperature_Ratio,RPM_per_Torque,Power_per_Wear,Torque_per_Temp,Wear_Temp_Product,Machine_failure
300.4,311.4,1728,31.7,133,0,0,0,0,0,0,1,0,11.0,54777.6,0.07692307692307693,93544.55999999998,4216.099999999999,1.0366178428761652,52.8440366972477,408.7880597014925,0.10179833012202955,1463.0,0
301.5,310.6,1405,42.3,83,0,0,0,0,0,0,1,0,9.100000000000023,59431.49999999999,0.05903271692745377,93645.90000000001,3510.8999999999996,1.0301824212271975,32.44803695150116,707.5178571428571,0.1361880231809401,755.3000000000019,0
300.9,310.8,1790,26.2,191,0,0,0,0,0,0,0,1,9.900000000000034,46898.0,0.10664433277498604,93519.72,5004.2,1.032901296111665,65.80882352941177,244.26041666666666,0.08429858429858429,1890.9000000000065,0
302.3,311.0,1609,31.0,190,0,0,0,0,0,0,1,0,8.699999999999989,49879.0,0.11801242236024845,94015.3,5890.0,1.0287793582533906,50.28125,261.14659685863876,0.09967845659163987,1652.9999999999977,0
299.5,309.2,1499,41.5,175,0,0,0,0,0,0,1,0,9.699999999999989,62208.5,0.11666666666666667,92605.4,7262.5,1.0323873121869782,35.27058823529412,353.4573863636364,0.13421733505821476,1697.499999999998,0
300.8,310.7,1586,33.4,142,0,0,0,0,0,0,1,0,9.899999999999977,52972.399999999994,0.08947700063011972,93458.56,4742.8,1.0329122340425532,46.1046511627907,370.4363636363636,0.10749919536530415,1405.7999999999968,0
297.6,308.7,1552,42.3,27,0,0,0,0,0,0,1,0,11.099999999999966,65649.59999999999,0.017385705086928525,91869.12000000001,1142.1,1.037298387096774,35.84295612009238,2344.628571428571,0.13702623906705538,299.6999999999991,0
298.6,310.1,1533,33.9,24,0,0,0,0,0,0,1,0,11.5,51968.7,0.01564537157757497,92595.86000000002,813.5999999999999,1.038513060951105,43.92550143266476,2078.748,0.109319574330861,276.0,0
300.6,309.4,1312,45.2,73,0,0,0,0,0,0,0,1,8.799999999999955,59302.4,0.055597867479055596,93005.64,3299.6000000000004,1.0292747837658016,28.398268398268396,801.3837837837838,0.14608920491273433,642.3999999999967,0
302.5,310.3,1488,41.8,160,0,0,0,0,0,0,0,1,7.800000000000011,62198.399999999994,0.10745466756212223,93865.75,6688.0,1.0257851239669422,34.76635514018692,386.3254658385093,0.13470834676119883,1248.0000000000018,0
300.2,309.8,1526,45.6,175,0,0,0,0,0,0,1,0,9.600000000000023,69585.6,0.114603798297315,93001.96,7980.0,1.0319786808794138,32.74678111587983,395.37272727272733,0.14719173660426083,1680.000000000004,0
300.7,309.5,1692,30.3,64,0,0,0,0,0,0,1,0,8.800000000000011,51267.6,0.03780271707028943,93066.65,1939.2,1.029265048220818,54.05750798722045,788.7323076923077,0.09789983844911147,563.2000000000007,0
301.1,310.1,1540,36.6,28,0,0,0,0,0,0,1,0,9.0,56364.0,0.018170019467878003,93371.11000000002,1024.8,1.0298904018598471,40.95744680851064,1943.5862068965516,0.11802644308287649,252.0,0
302.2,311.1,1418,47.0,61,0,0,0,0,0,0,1,0,8.900000000000034,66646.0,0.04298801973220578,94014.42,2867.0,1.0294506949040372,29.541666666666668,1074.9354838709678,0.15107682417229185,542.9000000000021,0
302.0,311.1,1373,55.7,157,0,0,0,0,0,0,1,0,9.100000000000023,76476.1,0.11426491994177583,93952.20000000001,8744.9,1.030132450331126,24.21516754850088,484.02594936708863,0.1790421086467374,1428.7000000000035,0
303.7,312.9,1532,41.3,32,0,0,0,0,0,0,0,1,9.199999999999989,63271.6,0.020874103065883887,95027.73,1321.6,1.030293052354297,36.21749408983452,1917.321212121212,0.1319910514541387,294.39999999999964,0
303.4,311.8,1401,53.0,208,0,0,0,1,0,0,1,0,8.400000000000034,74253.0,0.14835948644793154,94600.12,11024.0,1.0276862228081742,25.944444444444443,355.2775119617225,0.16998075689544578,1747.200000000007,1
299.0,308.7,1620,35.4,199,0,0,0,0,0,0,0,1,9.699999999999989,57348.0,0.12276372609500308,92301.3,7044.599999999999,1.0324414715719064,44.505494505494504,286.74,0.11467444120505345,1930.2999999999977,0
300.3,309.2,1364,47.6,45,0,0,0,0,0,0,0,1,8.899999999999977,64926.4,0.03296703296703297,92852.76,2142.0,1.0296370296370296,28.065843621399175,1411.4434782608696,0.1539456662354463,400.499999999999,0
298.3,307.7,1439,43.8,111,0,0,0,0,0,0,0,1,9.399999999999977,63028.2,0.07708333333333334,91786.91,4861.799999999999,1.0315119007710358,32.120535714285715,562.7517857142857,0.1423464413389665,1043.3999999999974,0
302.0,310.6,1346,54.7,196,0,0,0,0,0,1,0,0,8.600000000000023,73626.2,0.14550853749072012,93801.20000000001,10721.2,1.028476821192053,24.16517055655296,373.73705583756345,0.17611075338055376,1685.6000000000045,0
301.8,310.9,1899,24.7,31,0,0,0,0,0,0,1,0,9.099999999999966,46905.299999999996,0.01631578947368421,93829.62,765.6999999999999,1.0301524188204108,73.89105058365759,1465.7906249999999,0.07944676744934062,282.09999999999894,0
299.3,309.0,1422,47.3,25,0,0,0,0,0,0,1,0,9.699999999999989,67260.59999999999,0.017568517217146872,92483.7,1182.5,1.0324089542265285,29.440993788819878,2586.9461538461537,0.15307443365695791,242.49999999999972,0
300.8,310.6,1551,34.5,153,0,0,0,0,0,0,1,0,9.800000000000011,53509.5,0.09858247422680412,93428.48000000001,5278.5,1.0325797872340425,43.690140845070424,347.4642857142857,0.11107533805537669,1499.4000000000017,0
299.7,311.1,1690,30.6,148,0,0,0,0,0,0,1,0,11.400000000000034,51714.0,0.08752217622708457,93236.67,4528.8,1.038038038038038,53.48101265822785,347.0738255033557,0.09836065573770492,1687.200000000005,0
301.0,312.2,1776,28.8,138,0,0,0,0,0,0,1,0,11.199999999999989,51148.8,0.07765897580191333,93972.2,3974.4,1.0372093023255813,59.59731543624161,367.9769784172662,0.09224855861627163,1545.5999999999985,0
301.3,310.8,1372,54.2,49,0,0,0,0,0,0,0,1,9.5,74362.40000000001,0.035688273852876914,93644.04000000001,2655.8,1.0315300365084634,24.855072463768114,1487.2480000000003,0.1743886743886744,465.5,0
298.6,309.4,1447,40.2,173,0,0,0,0,0,0,1,0,10.799999999999955,58169.4,0.11947513812154696,92386.84,6954.6,1.0361687876758203,35.12135922330097,334.30689655172415,0.129928894634777,1868.3999999999921,0
300.7,309.5,1467,44.3,55,0,0,0,0,0,0,1,0,8.800000000000011,64988.1,0.03746594005449591,93066.65,2436.5,1.029265048220818,32.384105960264904,1160.5017857142857,0.1431340872374798,484.0000000000006,0
301.6,310.6,1391,49.4,164,0,0,0,0,0,0,1,0,9.0,68715.4,0.11781609195402298,93676.96000000002,8101.599999999999,1.029840848806366,27.59920634920635,416.4569696969697,0.159047005795235,1476.0,0
303.9,313.4,1464,49.1,171,0,0,0,0,0,0,0,1,9.5,71882.40000000001,0.1167235494880546,95242.25999999998,8396.1,1.031260282987825,29.221556886227543,417.9209302325582,0.1566687938736439,1624.5,0
298.7,310.1,1506,50.7,53,0,0,0,0,0,0,0,1,11.400000000000034,76354.2,0.035169210351692105,92626.87000000001,2687.1000000000004,1.0381653833277538,29.129593810444874,1413.9666666666667,0.163495646565624,604.2000000000019,0
295.9,306.5,1594,33.2,55,0,0,0,0,0,1,0,0,10.600000000000023,52920.8,0.034482758620689655,90693.34999999999,1826.0000000000002,1.0358229131463332,46.60818713450292,945.0142857142857,0.10831973898858076,583.0000000000013,0
297.4,308.7,1429,37.6,118,0,0,0,0,0,1,0,0,11.300000000000011,53730.4,0.08251748251748252,91807.37999999999,4436.8,1.0379959650302624,37.020725388601036,451.5159663865546,0.12180110139293814,1333.4000000000015,0
299.0,310.3,1582,33.3,177,0,0,0,0,0,0,0,1,11.300000000000011,52680.6,0.11181301326595072,92779.7,5894.099999999999,1.0377926421404682,46.12244897959184,295.9584269662921,0.1073155011279407,2000.100000000002,0
301.6,310.9,1643,34.1,44,0,0,0,0,0,0,1,0,9.299999999999955,56026.3,0.0267639902676399,93767.44,1500.4,1.0308355437665782,46.80911680911681,1245.028888888889,0.10968156963653909,409.199999999998,0
298.7,309.9,2083,18.2,205,0,0,0,0,0,0,0,1,11.199999999999989,37910.6,0.09836852207293666,92567.12999999999,3731.0,1.0374958151991964,108.48958333333334,184.03203883495144,0.05872862213617296,2295.9999999999977,0
301.4,310.6,1381,46.1,70,0,0,0,0,0,0,1,0,9.200000000000045,63664.1,0.05065123010130246,93614.84,3227.0,1.0305242203052423,29.32059447983015,896.6774647887323,0.14842240824211203,644.0000000000032,0
300.0,309.0,1622,31.8,103,0,0,0,0,0,1,0,0,9.0,51579.6,0.06346272335181762,92700.0,3275.4,1.03,49.451219512195124,495.9576923076923,0.1029126213592233,927.0,0
297.5,308.7,1416,39.2,74,0,0,0,0,0,1,0,0,11.199999999999989,55507.200000000004,0.05222300635144672,91838.25,2900.8,1.0376470588235294,35.223880597014926,740.096,0.126984126984127,828.7999999999992,0
299.1,308.5,1539,46.8,190,0,0,0,0,0,0,1,0,9.399999999999977,72025.2,0.12337662337662338,92272.35,8892.0,1.031427616181879,32.19665271966527,377.0952879581152,0.15170178282009725,1785.9999999999957,0
302.3,311.2,1903,22.9,55,0,0,0,0,0,0,1,0,8.899999999999977,43578.7,0.02888655462184874,94075.76,1259.5,1.0294409526959973,79.62343096234311,778.1910714285714,0.07358611825192801,489.49999999999875,0
297.6,308.7,1622,37.9,79,0,0,0,0,0,0,1,0,11.099999999999966,61473.799999999996,0.04867529266789895,91869.12000000001,2994.1,1.037298387096774,41.696658097686374,768.4224999999999,0.12277291869128604,876.8999999999974,0
298.8,309.7,1529,44.0,136,0,0,0,0,0,0,1,0,10.899999999999977,67276.0,0.08888888888888889,92538.36,5984.0,1.036479250334672,33.977777777777774,491.06569343065695,0.1420729738456571,1482.399999999997,0
298.0,308.4,1472,42.0,15,0,0,0,0,0,0,1,0,10.399999999999977,61824.0,0.010183299389002037,91903.2,630.0,1.0348993288590602,34.23255813953488,3864.0,0.13618677042801558,155.99999999999966,0
300.3,311.6,1304,62.8,118,0,0,0,0,0,0,0,1,11.300000000000011,81891.2,0.09042145593869731,93573.48000000001,7410.4,1.0376290376290376,20.438871473354233,688.1613445378151,0.20154043645699612,1333.4000000000015,0
303.4,311.6,1446,50.0,163,0,0,0,0,0,0,0,1,8.200000000000045,72300.0,0.11264685556323428,94539.44,8150.0,1.0270270270270272,28.352941176470587,440.8536585365854,0.16046213093709882,1336.6000000000074,0
302.4,311.2,1450,47.9,154,0,0,0,0,0,0,1,0,8.800000000000011,69455.0,0.10613370089593384,94106.87999999999,7376.599999999999,1.029100529100529,29.65235173824131,448.0967741935484,0.1539203084832905,1355.2000000000016,0
297.5,308.4,1511,42.8,209,0,0,0,0,0,0,1,0,10.899999999999977,64670.799999999996,0.13822751322751323,91749.0,8945.199999999999,1.0366386554621847,34.497716894977174,307.95619047619044,0.13878080415045396,2278.0999999999954,0
297.4,308.5,1399,61.5,61,0,0,1,0,0,0,1,0,11.100000000000023,86038.5,0.04357142857142857,91747.9,3751.5,1.0373234700739746,22.384,1387.717741935484,0.1993517017828201,677.1000000000014,1
301.0,310.8,1558,34.9,196,0,0,0,0,0,0,1,0,9.800000000000011,54374.2,0.12572161642078256,93550.8,6840.4,1.0325581395348837,43.3983286908078,276.01116751269035,0.11229086229086228,1920.8000000000022,0
298.6,309.6,1353,62.5,9,0,0,0,0,0,0,1,0,11.0,84562.5,0.0066469719350073855,92446.56000000001,562.5,1.0368385800401876,21.30708661417323,8456.25,0.20187338501291988,99.0,0
303.5,312.8,1375,45.7,89,0,0,0,0,0,0,0,1,9.300000000000011,62837.50000000001,0.06468023255813954,94934.8,4067.3,1.0306425041186162,29.44325481798715,698.1944444444446,0.1460997442455243,827.700000000001,0
297.5,308.7,1429,44.3,201,0,0,0,0,0,0,1,0,11.199999999999989,63304.7,0.14055944055944056,91838.25,8904.3,1.0376470588235294,31.54525386313466,313.389603960396,0.14350502105604146,2251.1999999999975,0
298.3,308.5,1575,41.2,105,0,0,0,0,0,0,1,0,10.199999999999989,64890.00000000001,0.06662436548223351,92025.55,4326.0,1.0341937646664432,37.322274881516584,612.1698113207548,0.13354943273905998,1070.9999999999989,0
296.1,307.1,1485,36.0,169,0,0,0,0,0,0,0,1,11.0,53460.0,0.11372812920592194,90932.31000000001,6084.0,1.0371496116176968,40.13513513513514,314.47058823529414,0.11722565939433409,1859.0,0
298.1,308.8,1434,41.8,93,0,0,0,0,0,0,0,1,10.699999999999989,59941.2,0.06480836236933799,92053.28000000001,3887.3999999999996,1.0358939953035893,33.504672897196265,637.6723404255318,0.13536269430051812,995.099999999999,0
298.0,308.2,1442,44.1,204,0,0,0,0,0,0,1,0,10.199999999999989,63592.200000000004,0.14137214137214138,91843.59999999999,8996.4,1.034228187919463,31.97339246119734,310.2058536585366,0.14308890330953927,2080.7999999999975,0
300.5,311.0,2074,18.9,9,0,0,0,0,0,0,1,0,10.5,39198.6,0.004337349397590362,93455.5,170.1,1.0349417637271214,104.2211055276382,3919.8599999999997,0.060771704180064307,94.5,0
298.9,309.6,1583,39.8,202,0,0,0,0,0,0,1,0,10.700000000000045,63003.399999999994,0.1275252525252525,92539.44,8039.599999999999,1.0357979257276684,38.79901960784314,310.36157635467976,0.12855297157622736,2161.400000000009,0
298.8,309.5,1645,32.8,157,0,0,0,0,0,0,1,0,10.699999999999989,53955.99999999999,0.09538274605103281,92478.6,5149.599999999999,1.035809906291834,48.668639053254445,341.4936708860759,0.1059773828756058,1679.8999999999983,0
301.2,310.5,1505,43.6,78,0,0,0,0,0,1,0,0,9.300000000000011,65618.0,0.05179282868525897,93522.59999999999,3400.8,1.0308764940239044,33.74439461883408,830.6075949367089,0.14041867954911433,725.4000000000009,0
299.8,309.7,1368,47.4,148,0,0,0,0,0,1,0,0,9.899999999999977,64843.2,0.10810810810810811,92848.06,7015.2,1.0330220146764508,28.264462809917354,435.1892617449664,0.15305134000645787,1465.1999999999966,0
299.1,310.2,1711,28.1,17,0,0,0,0,0,0,0,1,11.099999999999966,48079.100000000006,0.009929906542056074,92780.82,477.70000000000005,1.037111334002006,58.797250859106526,2671.0611111111116,0.09058671824629272,188.69999999999942,0
298.9,309.9,1501,37.1,70,0,0,0,0,0,0,0,1,11.0,55687.1,0.04660452729693742,92629.10999999999,2597.0,1.036801605888257,39.39632545931758,784.325352112676,0.1197160374314295,770.0,0
297.8,308.4,1685,28.4,179,0,0,0,0,0,0,1,0,10.599999999999966,47854.0,0.10616844602609728,91841.51999999999,5083.599999999999,1.035594358629953,57.31292517006803,265.85555555555555,0.09208819714656291,1897.399999999994,0
298.4,308.1,1367,57.8,92,0,0,0,0,0,0,1,0,9.700000000000045,79012.59999999999,0.06725146198830409,91937.04,5317.599999999999,1.0325067024128687,23.24829931972789,849.5978494623655,0.1876014281077572,892.4000000000042,0
299.8,311.1,1452,44.3,167,0,0,0,0,0,0,0,1,11.300000000000011,64323.6,0.11493461803165864,93267.78000000001,7398.099999999999,1.0376917945296864,32.05298013245033,382.87857142857143,0.14239794278367082,1887.100000000002,0
304.0,313.3,1294,54.6,102,0,0,0,0,0,0,1,0,9.300000000000011,70652.40000000001,0.07876447876447877,95243.2,5569.2,1.030592105263158,23.27338129496403,685.9456310679612,0.17427385892116182,948.6000000000012,0
298.3,309.1,1472,40.1,31,0,0,0,0,0,0,1,0,10.800000000000011,59027.200000000004,0.021045485403937542,92204.53000000001,1243.1000000000001,1.0362051625879987,35.81508515815085,1844.6000000000001,0.1297314784859269,334.80000000000035,0
297.5,308.4,1489,39.5,96,0,0,0,0,0,0,1,0,10.899999999999977,58815.5,0.06442953020134229,91749.0,3792.0,1.0366386554621847,36.76543209876543,606.3453608247422,0.1280804150453956,1046.3999999999978,0
301.1,310.6,1310,48.8,103,0,0,0,0,0,0,0,1,9.5,63927.99999999999,0.07856598016781083,93521.66000000002,5026.4,1.03155097974095,26.305220883534137,614.6923076923076,0.15711526078557628,978.5,0
301.0,312.1,1377,49.9,48,0,0,0,0,0,0,1,0,11.100000000000023,68712.3,0.03483309143686502,93942.1,2395.2,1.0368770764119601,27.05304518664047,1402.291836734694,0.1598846523550144,532.8000000000011,0
299.5,310.0,1412,48.9,56,0,0,0,0,0,0,1,0,10.5,69046.8,0.039631988676574664,92845.0,2738.4,1.0350584307178632,28.296593186372746,1211.3473684210526,0.15774193548387097,588.0,0
297.1,308.4,1583,38.2,150,0,0,0,0,0,0,0,1,11.299999999999955,60470.600000000006,0.0946969696969697,91625.64,5730.0,1.0380343318747896,40.38265306122449,400.4675496688742,0.12386511024643322,1694.9999999999932,0
301.0,312.0,1447,36.8,31,0,0,0,0,0,0,1,0,11.0,53249.6,0.021408839779005526,93912.0,1140.8,1.0365448504983388,38.280423280423285,1664.05,0.11794871794871795,341.0,0
301.9,310.8,1540,37.6,83,0,0,0,0,0,0,1,0,8.900000000000034,57904.0,0.05386112913692408,93830.51999999999,3120.8,1.029479960251739,39.89637305699482,689.3333333333334,0.12097812097812098,738.7000000000028,0
298.0,308.2,1365,52.9,218,0,0,0,1,0,0,1,0,10.199999999999989,72208.5,0.1595900439238653,91843.59999999999,11532.199999999999,1.034228187919463,25.324675324675326,329.7191780821918,0.17164179104477612,2223.5999999999976,1
298.2,308.1,1532,42.5,154,0,0,0,0,0,0,1,0,9.900000000000034,65110.0,0.1004566210045662,91875.42,6545.0,1.0331991951710262,35.2183908045977,420.06451612903226,0.13794222654982147,1524.6000000000054,0
300.1,309.6,1376,52.1,147,0,0,0,0,0,0,0,1,9.5,71689.6,0.10675381263616558,92910.96000000002,7658.7,1.031656114628457,25.91337099811676,484.3891891891892,0.16828165374677,1396.5,0
299.1,308.8,1329,53.6,207,0,0,0,1,0,0,1,0,9.699999999999989,71234.40000000001,0.1556390977443609,92362.08000000002,11095.2,1.0324306252089601,24.34065934065934,342.473076923077,0.17357512953367876,2007.8999999999976,1
299.0,309.0,1575,35.3,47,0,0,0,0,0,0,0,1,10.0,55597.49999999999,0.02982233502538071,92391.0,1659.1,1.0334448160535117,43.388429752066116,1158.2812499999998,0.11423948220064724,470.0,0
301.5,310.6,1579,28.0,220,0,0,0,0,0,0,1,0,9.100000000000023,44212.0,0.13924050632911392,93645.90000000001,6160.0,1.0301824212271975,54.44827586206897,200.05429864253395,0.0901481004507405,2002.000000000005,0
300.7,310.8,1534,41.3,69,0,0,0,0,0,0,1,0,10.100000000000023,63354.2,0.04495114006514658,93457.56,2849.7,1.0335882939807117,36.26477541371159,905.06,0.13288288288288286,696.9000000000016,0
296.3,307.2,1646,35.0,192,0,0,0,0,0,0,1,0,10.899999999999977,57610.0,0.11657559198542805,91023.36,6720.0,1.0367870401619979,45.72222222222222,298.4974093264249,0.11393229166666667,2092.7999999999956,0
301.5,310.9,1451,40.6,0,0,0,0,0,0,0,1,0,9.399999999999977,58910.6,0.0,93736.34999999999,0.0,1.0311774461028191,34.87980769230769,58910.6,0.13058861370215505,0.0,0
299.0,310.3,1584,34.4,83,0,0,0,0,0,0,1,0,11.300000000000011,54489.6,0.05236593059936909,92779.7,2855.2,1.0377926421404682,44.74576271186441,648.6857142857143,0.11086045762165646,937.900000000001,0
298.3,307.9,1507,41.2,149,0,0,0,0,0,0,1,0,9.599999999999966,62088.4,0.09880636604774536,91846.56999999999,6138.8,1.0321823667448875,35.71090047393365,413.92266666666666,0.13380967846703476,1430.3999999999949,0
303.3,311.3,1502,39.5,38,0,0,0,0,0,1,0,0,8.0,59329.0,0.025282767797737856,94417.29000000001,1501.0,1.0263765248928454,37.08641975308642,1521.2564102564102,0.12688724702858978,304.0,0
299.6,311.0,1708,31.0,122,0,0,0,0,0,0,1,0,11.399999999999977,52948.0,0.07138677589233469,93175.6,3782.0,1.0380507343124166,53.375,430.4715447154472,0.09967845659163987,1390.7999999999972,0
299.5,309.3,1477,40.4,138,0,0,0,0,0,0,1,0,9.800000000000011,59670.799999999996,0.09336941813261164,92635.35,5575.2,1.032721202003339,35.67632850241546,429.2863309352518,0.13061752344002586,1352.4000000000015,0
300.2,310.3,1445,50.9,34,0,0,0,0,0,0,1,0,10.100000000000023,73550.5,0.02351313969571231,93152.06,1730.6,1.0336442371752166,27.84200385356455,2101.442857142857,0.16403480502739284,343.4000000000008,0
301.9,310.9,1616,34.5,46,0,0,0,0,0,0,1,0,9.0,55752.0,0.02844774273345702,93860.70999999999,1587.0,1.0298111957601854,45.521126760563384,1186.212765957447,0.11096815696365392,414.0,0
297.4,308.1,1749,25.9,8,0,0,0,0,0,0,1,0,10.700000000000045,45299.1,0.004571428571428572,91628.94,207.2,1.035978480161399,65.0185873605948,5033.233333333334,0.08406361570918532,85.60000000000036,0
297.7,308.4,1510,38.6,72,0,0,0,0,0,0,1,0,10.699999999999989,58286.0,0.04765056254136334,91810.68,2779.2000000000003,1.0359422237151494,38.13131313131313,798.4383561643835,0.12516212710765243,770.3999999999992,0
300.7,309.6,1421,49.8,165,0,0,0,0,0,0,0,1,8.900000000000034,70765.8,0.1160337552742616,93096.72,8217.0,1.0295976055869638,27.972440944881892,426.3,0.16085271317829455,1468.5000000000057,0
297.7,309.7,1591,37.7,196,0,0,0,0,0,0,1,0,12.0,59980.700000000004,0.12311557788944724,92197.68999999999,7389.200000000001,1.0403090359422238,41.11111111111111,304.47055837563454,0.12173070713593802,2352.0,0
297.5,308.6,1621,28.9,0,0,0,0,0,0,0,1,0,11.100000000000023,46846.899999999994,0.0,91808.5,0.0,1.037310924369748,54.214046822742475,46846.899999999994,0.09364873622812701,0.0,0
297.4,308.7,1425,50.3,152,0,0,0,0,0,0,0,1,11.300000000000011,71677.5,0.10659186535764376,91807.37999999999,7645.599999999999,1.0379959650302624,27.77777777777778,468.48039215686276,0.16294136702299966,1717.6000000000017,0
298.9,310.1,1473,42.6,164,0,0,0,0,0,0,1,0,11.200000000000045,62749.8,0.1112618724559023,92688.89,6986.400000000001,1.0374707259953164,33.78440366972477,380.3018181818182,0.13737504030957756,1836.8000000000075,0
301.4,310.7,1675,30.7,92,0,0,0,0,0,0,1,0,9.300000000000011,51422.5,0.05489260143198091,93644.98,2824.4,1.03085600530856,52.8391167192429,552.9301075268817,0.09880914065014483,855.600000000001,0
302.5,311.9,1520,44.9,94,0,0,0,0,0,0,1,0,9.399999999999977,68248.0,0.06180144641683103,94349.75,4220.599999999999,1.031074380165289,33.11546840958606,718.4,0.14395639628085927,883.5999999999979,0
300.8,310.6,1666,36.2,144,0,0,0,0,0,0,1,0,9.800000000000011,60309.200000000004,0.08638272345530894,93428.48000000001,5212.8,1.0325797872340425,44.784946236559136,415.92551724137934,0.11654861558274308,1411.2000000000016,0
299.5,310.8,1507,40.2,156,0,0,0,0,0,0,0,1,11.300000000000011,60581.4,0.10344827586206896,93084.6,6271.200000000001,1.037729549248748,36.57766990291262,385.8687898089172,0.12934362934362933,1762.8000000000018,0
300.7,311.8,1478,41.9,207,0,0,0,0,0,0,1,0,11.100000000000023,61928.2,0.13995943204868155,93758.26,8673.3,1.0369138676421683,34.452214452214456,297.73173076923075,0.13438101347017317,2297.700000000005,0
299.0,308.7,1500,40.2,30,0,0,0,0,0,0,0,1,9.699999999999989,60300.00000000001,0.019986675549633577,92301.3,1206.0,1.0324414715719064,36.40776699029126,1945.161290322581,0.13022351797862003,290.99999999999966,0
297.6,308.2,2071,18.5,144,0,0,0,0,0,1,0,0,10.599999999999966,38313.5,0.0694980694980695,91720.32,2664.0,1.0356182795698923,106.2051282051282,264.2310344827586,0.0600259571706684,1526.399999999995,0
301.7,311.0,1700,28.7,19,0,0,0,0,0,0,1,0,9.300000000000011,48790.0,0.011169900058788948,93828.7,545.3,1.0308253231687108,57.23905723905724,2439.5,0.0922829581993569,176.70000000000022,0
298.2,307.9,1551,34.1,190,0,0,0,0,0,0,1,0,9.699999999999989,52889.100000000006,0.12242268041237113,91815.77999999998,6479.0,1.0325285043594903,44.18803418803419,276.90628272251314,0.11075024358557975,1842.9999999999977,0
303.3,311.8,1315,62.0,42,0,1,0,0,0,0,1,0,8.5,81530.0,0.031914893617021274,94568.94,2604.0,1.0280250576986483,20.873015873015873,1896.046511627907,0.1988454137267479,357.0,1
301.1,311.0,1413,46.6,30,0,0,0,0,0,0,0,1,9.899999999999977,65845.8,0.021216407355021217,93642.1,1398.0,1.0328794420458318,29.68487394957983,2124.058064516129,0.14983922829581994,296.9999999999993,0
301.2,310.9,1597,37.9,164,0,0,0,0,0,0,1,0,9.699999999999989,60526.299999999996,0.10262828535669587,93643.07999999999,6215.599999999999,1.0322045152722443,41.05398457583548,366.8260606060606,0.12190414924412996,1590.7999999999981,0
300.9,310.7,1656,30.7,200,0,0,0,0,0,1,0,0,9.800000000000011,50839.2,0.12070006035003017,93489.62999999999,6140.0,1.032568959787305,52.2397476340694,252.93134328358207,0.09880914065014483,1960.0000000000023,0
297.4,309.4,1620,35.4,51,0,0,0,0,0,0,1,0,12.0,57348.0,0.03146206045650833,92015.55999999998,1805.3999999999999,1.0403496973772697,44.505494505494504,1102.8461538461538,0.11441499676793795,612.0,0
300.0,310.0,1486,41.8,69,0,0,0,0,0,0,1,0,10.0,62114.799999999996,0.04640215198386012,93000.0,2884.2,1.0333333333333334,34.7196261682243,887.3542857142857,0.13483870967741934,690.0,0
298.9,310.0,1487,36.6,129,0,0,0,0,0,0,0,1,11.100000000000023,54424.200000000004,0.08669354838709678,92659.0,4721.400000000001,1.0371361659417866,39.54787234042553,418.64769230769235,0.11806451612903227,1431.9000000000028,0
303.7,312.4,1642,32.3,206,0,0,0,0,0,0,0,1,8.699999999999989,53036.6,0.12538040170419965,94875.87999999999,6653.799999999999,1.0286466908133025,49.30930930930931,256.21545893719804,0.10339308578745199,1792.1999999999975,0
298.8,309.8,1437,48.2,164,0,0,0,0,0,1,0,0,11.0,69263.40000000001,0.11404728789986092,92568.24,7904.8,1.036813922356091,29.20731707317073,419.77818181818185,0.15558424790187217,1804.0,0
300.5,311.0,1759,28.3,13,0,0,0,0,0,0,1,0,10.5,49779.700000000004,0.007386363636363636,93455.5,367.90000000000003,1.0349417637271214,60.034129692832764,3555.6928571428575,0.0909967845659164,136.5,0
301.2,310.9,1416,53.3,66,0,0,0,0,0,0,1,0,9.699999999999989,75472.8,0.0465772759350741,93643.07999999999,3517.7999999999997,1.0322045152722443,26.077348066298345,1126.4597014925373,0.17143776133805083,640.1999999999992,0
300.3,309.2,1462,51.4,48,0,0,0,0,0,0,1,0,8.899999999999977,75146.8,0.032809295967190705,92852.76,2467.2,1.0296370296370296,27.900763358778626,1533.608163265306,0.16623544631306597,427.1999999999989,0
297.3,308.6,1586,37.7,155,0,0,0,0,0,0,1,0,11.300000000000011,59792.200000000004,0.0976685570258349,91746.78000000001,5843.5,1.0380087453750422,40.98191214470284,383.28333333333336,0.12216461438755671,1751.5000000000018,0
298.5,310.0,1492,41.2,19,0,0,0,0,0,0,1,0,11.5,61470.4,0.012726054922973878,92535.0,782.8000000000001,1.0385259631490786,35.355450236966824,3073.52,0.1329032258064516,218.5,0
299.1,309.0,1450,43.0,40,0,0,0,0,0,0,1,0,9.899999999999977,62350.0,0.027567195037904894,92421.90000000001,1720.0,1.033099297893681,32.95454545454545,1520.7317073170732,0.13915857605177995,395.9999999999991,0
302.2,311.2,1471,41.9,166,0,0,0,0,0,0,0,1,9.0,61634.9,0.11277173913043478,94044.64,6955.4,1.029781601588352,34.28904428904429,369.07125748502995,0.1346401028277635,1494.0,0
